antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'ATF/LE Confiscation/Raid/Arrest'}),"frozenset({'Possession of gun by felon or prohibited person', 'Possession (gun(s) found during commission of other crimes)'})",0.07506352299135921,0.037450401999357466,0.02305602957313384,0.30715357678839417,8.201609606050797,0.02024487046161943,1.3892683367532739
frozenset({'Drug involvement'}),"frozenset({'Possession of gun by felon or prohibited person', 'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",0.07134184756985443,0.02305602957313384,0.012650358607626097,0.17732031112930582,7.69084332438267,0.011005498860253527,1.187514391862443
"frozenset({'Possession of gun by felon or prohibited person', 'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Drug involvement'}),0.02305602957313384,0.07134184756985443,0.012650358607626097,0.5486789721317409,7.690843324382669,0.011005498860253527,2.0576443265152307
"frozenset({'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),0.0594842225161363,0.03154245088181177,0.013526537798787534,0.22739706810689486,7.209239033420138,0.011650259631829543,1.2534997074696332
frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),"frozenset({'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",0.03154245088181177,0.0594842225161363,0.013526537798787534,0.42883597883597885,7.209239033420138,0.011650259631829543,1.6466649554835593
"frozenset({'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Drug involvement'}),0.0594842225161363,0.07134184756985443,0.03057865377153419,0.5140632671670058,7.205634346148105,0.026334939435976694,1.9110680252881913
frozenset({'Drug involvement'}),"frozenset({'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",0.07134184756985443,0.0594842225161363,0.03057865377153419,0.42862155681618813,7.205634346148105,0.026334939435976694,1.6460470091296406
frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),frozenset({'ATF/LE Confiscation/Raid/Arrest'}),0.03154245088181177,0.07506352299135921,0.01678508993353555,0.5321428571428573,7.089233704153665,0.014417402446564854,1.9769634623085457
frozenset({'ATF/LE Confiscation/Raid/Arrest'}),frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),0.07506352299135921,0.03154245088181177,0.01678508993353555,0.22361180590295146,7.089233704153664,0.014417402446564854,1.2473882994118932
frozenset({'Possession (gun(s) found during commission of other crimes)'}),"frozenset({'Drug involvement', 'ATF/LE Confiscation/Raid/Arrest'})",0.1287691351276927,0.03411257650921866,0.03057865377153419,0.23746881378997506,6.961327407380119,0.02618600679746486,1.2666857971953764
"frozenset({'Drug involvement', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.03411257650921866,0.1287691351276927,0.03057865377153419,0.896404109589041,6.961327407380118,0.02618600679746486,8.409897935296318
"frozenset({'Possession of gun by felon or prohibited person', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Drug involvement'}),0.029610684379393935,0.07134184756985443,0.014461128936026402,0.4883753698745949,6.845566613569991,0.012348648004592611,1.8151161960332536
frozenset({'Drug involvement'}),"frozenset({'Possession of gun by felon or prohibited person', 'ATF/LE Confiscation/Raid/Arrest'})",0.07134184756985443,0.029610684379393935,0.014461128936026402,0.20270191239253757,6.845566613569991,0.012348648004592611,1.2170972572285441
frozenset({'Possession (gun(s) found during commission of other crimes)'}),"frozenset({'Drug involvement', 'ATF/LE Confiscation/Raid/Arrest', 'Possession of gun by felon or prohibited person'})",0.1287691351276927,0.014461128936026402,0.012650358607626097,0.09824061173573534,6.793426168201338,0.010788211541563926,1.092906693171191
"frozenset({'Drug involvement', 'ATF/LE Confiscation/Raid/Arrest', 'Possession of gun by felon or prohibited person'})",frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.014461128936026402,0.1287691351276927,0.012650358607626097,0.8747836122331217,6.793426168201338,0.010788211541563926,6.957802252643817
frozenset({'Possession of gun by felon or prohibited person'}),frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),0.07161721817279088,0.03154245088181177,0.015270551617385063,0.21322458491115642,6.759924449437995,0.01301156903087781,1.2309199430295226
frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),frozenset({'Possession of gun by felon or prohibited person'}),0.03154245088181177,0.07161721817279088,0.015270551617385063,0.48412698412698413,6.759924449437995,0.01301156903087781,1.7996343155419747
frozenset({'Drug involvement'}),"frozenset({'Possession of gun by felon or prohibited person', 'Possession (gun(s) found during commission of other crimes)'})",0.07134184756985443,0.037450401999357466,0.01719814583794023,0.2410667290484824,6.436959716817415,0.014526364967072297,1.2682927931118892
"frozenset({'Possession of gun by felon or prohibited person', 'Possession (gun(s) found during commission of other crimes)'})",frozenset({'Drug involvement'}),0.037450401999357466,0.07134184756985443,0.01719814583794023,0.45922459893048134,6.436959716817415,0.014526364967072297,1.7172714413294163
frozenset({'Drug involvement'}),frozenset({'ATF/LE Confiscation/Raid/Arrest'}),0.07134184756985443,0.07506352299135921,0.03411257650921866,0.47815661734604364,6.370026322919665,0.02875740609391285,1.772440750910092
frozenset({'ATF/LE Confiscation/Raid/Arrest'}),frozenset({'Drug involvement'}),0.07506352299135921,0.07134184756985443,0.03411257650921866,0.45444944694569506,6.370026322919665,0.02875740609391285,1.7022403281070553
frozenset({'Possession (gun(s) found during commission of other crimes)'}),"frozenset({'ATF/LE Confiscation/Raid/Arrest', 'Stolen/Illegally owned gun{s} recovered during arrest/warrant'})",0.1287691351276927,0.01678508993353555,0.013526537798787534,0.10504487574117874,6.258225374849241,0.011365136285005621,1.0986192306354328
"frozenset({'ATF/LE Confiscation/Raid/Arrest', 'Stolen/Illegally owned gun{s} recovered during arrest/warrant'})",frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.01678508993353555,0.1287691351276927,0.013526537798787534,0.8058662689535172,6.258225374849241,0.011365136285005621,4.487787156698196
frozenset({'ATF/LE Confiscation/Raid/Arrest'}),frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.07506352299135921,0.1287691351276927,0.0594842225161363,0.7924517814462786,6.154050663308807,0.04981835758090129,4.197727501316998
frozenset({'Possession (gun(s) found during commission of other crimes)'}),frozenset({'ATF/LE Confiscation/Raid/Arrest'}),0.1287691351276927,0.07506352299135921,0.0594842225161363,0.46194472345527,6.154050663308807,0.04981835758090129,1.719036161021178
frozenset({'Possession (gun(s) found during commission of other crimes)'}),"frozenset({'Possession of gun by felon or prohibited person', 'ATF/LE Confiscation/Raid/Arrest'})",0.1287691351276927,0.029610684379393935,0.02305602957313384,0.17904934711466802,6.046781790672437,0.019243087355060202,1.1820312368472496
"frozenset({'Possession of gun by felon or prohibited person', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.029610684379393935,0.1287691351276927,0.02305602957313384,0.7786388614907707,6.046781790672437,0.019243087355060202,3.9357895913423055
frozenset({'Possession (gun(s) found during commission of other crimes)'}),"frozenset({'Drug involvement', 'Possession of gun by felon or prohibited person'})",0.1287691351276927,0.022392636756968752,0.01719814583794023,0.13355798204970354,5.9643704981790195,0.014314665369516782,1.1283009630069807
"frozenset({'Drug involvement', 'Possession of gun by felon or prohibited person'})",frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.022392636756968752,0.1287691351276927,0.01719814583794023,0.7680268306316379,5.964370498179019,0.014314665369516782,3.755739800618213
"frozenset({'Drug involvement', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Possession of gun by felon or prohibited person'}),0.03411257650921866,0.07161721817279088,0.014461128936026402,0.42392367906066536,5.9192983178691,0.01201808110172967,1.6115621282843442
frozenset({'Possession of gun by felon or prohibited person'}),"frozenset({'Drug involvement', 'ATF/LE Confiscation/Raid/Arrest'})",0.07161721817279088,0.03411257650921866,0.014461128936026402,0.20192251674919898,5.919298317869099,0.01201808110172967,1.210267729339314
frozenset({'Possession of gun by felon or prohibited person'}),"frozenset({'Drug involvement', 'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",0.07161721817279088,0.03057865377153419,0.012650358607626097,0.17663850859306732,5.7765299255097,0.010460400489039899,1.1773945664764462
"frozenset({'Drug involvement', 'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Possession of gun by felon or prohibited person'}),0.03057865377153419,0.07161721817279088,0.012650358607626097,0.41369900395688364,5.7765299255097,0.010460400489039899,1.5834576234609299
frozenset({'Possession of gun by felon or prohibited person'}),frozenset({'ATF/LE Confiscation/Raid/Arrest'}),0.07161721817279088,0.07506352299135921,0.029610684379393935,0.4134576172443927,5.5081030141895555,0.024234843676503456,1.5769303364971514
frozenset({'ATF/LE Confiscation/Raid/Arrest'}),frozenset({'Possession of gun by felon or prohibited person'}),0.07506352299135921,0.07161721817279088,0.029610684379393935,0.39447501528542045,5.5081030141895555,0.024234843676503456,1.5331865823254376
frozenset({'Possession of gun by felon or prohibited person'}),"frozenset({'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",0.07161721817279088,0.0594842225161363,0.02305602957313384,0.32193416836586075,5.412093404743243,0.018795935031356868,1.3870567334402029
"frozenset({'Possession (gun(s) found during commission of other crimes)', 'ATF/LE Confiscation/Raid/Arrest'})",frozenset({'Possession of gun by felon or prohibited person'}),0.0594842225161363,0.07161721817279088,0.02305602957313384,0.38759907413901945,5.412093404743243,0.018795935031356868,1.5159722048460107
frozenset({'Drug involvement'}),frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),0.07134184756985443,0.03154245088181177,0.012020344046362395,0.16848938534417215,5.341670689303592,0.00977004732357256,1.1646965559411944
frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),frozenset({'Drug involvement'}),0.03154245088181177,0.07134184756985443,0.012020344046362395,0.3810846560846561,5.341670689303592,0.00977004732357256,1.5004607036486217
frozenset({'Possession of gun by felon or prohibited person'}),"frozenset({'Drug involvement', 'Possession (gun(s) found during commission of other crimes)'})",0.07161721817279088,0.04501474901638455,0.01719814583794023,0.24013981939994178,5.3346919542422695,0.013974314736640393,1.2567907562013156
"frozenset({'Drug involvement', 'Possession (gun(s) found during commission of other crimes)'})",frozenset({'Possession of gun by felon or prohibited person'}),0.04501474901638455,0.07161721817279088,0.01719814583794023,0.3820557975716007,5.334691954242269,0.013974314736640393,1.5023731563122482
frozenset({'Possession (gun(s) found during commission of other crimes)'}),frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),0.1287691351276927,0.03154245088181177,0.02019384421533981,0.15682208469688622,4.971778676441217,0.016132150095481183,1.148580307360206
frozenset({'Stolen/Illegally owned gun{s} recovered during arrest/warrant'}),frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.03154245088181177,0.1287691351276927,0.02019384421533981,0.6402116402116402,4.971778676441217,0.016132150095481183,2.421509315600972
frozenset({'Possession (gun(s) found during commission of other crimes)'}),frozenset({'Drug involvement'}),0.1287691351276927,0.07134184756985443,0.04501474901638455,0.3495771635939474,4.900029582940905,0.035828121006402716,1.4277760565134792
frozenset({'Drug involvement'}),frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.07134184756985443,0.1287691351276927,0.04501474901638455,0.6309725714954091,4.900029582940905,0.035828121006402716,2.360883765206273
frozenset({'Armed robbery with injury/death and/or evidence of DGU found'}),frozenset({'Institution/Group/Business'}),0.08228991517750973,0.04608702545509164,0.017765576171263824,0.21589007757440548,4.684400337027049,0.013973078755780601,1.2165551630746347
frozenset({'Institution/Group/Business'}),frozenset({'Armed robbery with injury/death and/or evidence of DGU found'}),0.04608702545509164,0.08228991517750973,0.017765576171263824,0.3854789063914539,4.684400337027049,0.013973078755780601,1.493374425007252
frozenset({'Drug involvement'}),frozenset({'Possession of gun by felon or prohibited person'}),0.07134184756985443,0.07161721817279088,0.022392636756968752,0.31387800456167025,4.382717069579228,0.017283332094708496,1.3530870428284563
frozenset({'Possession of gun by felon or prohibited person'}),frozenset({'Drug involvement'}),0.07161721817279088,0.07134184756985443,0.022392636756968752,0.3126711331197204,4.382717069579228,0.017283332094708496,1.3511118144146
frozenset({'Possession (gun(s) found during commission of other crimes)'}),frozenset({'Possession of gun by felon or prohibited person'}),0.1287691351276927,0.07161721817279088,0.037450401999357466,0.2908336843469526,4.06094640042089,0.02822831475499591,1.3091185541889319
frozenset({'Possession of gun by felon or prohibited person'}),frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.07161721817279088,0.1287691351276927,0.037450401999357466,0.5229245557821148,4.06094640042089,0.02822831475499591,1.8261909629421367
frozenset({'Brandishing/flourishing/open carry/lost/found'}),frozenset({'Officer Involved Incident'}),0.07934428418246223,0.07505100614577119,0.012387504850277665,0.15612346847557448,2.080231518446757,0.006432636490467877,1.09607147408561
frozenset({'Officer Involved Incident'}),frozenset({'Brandishing/flourishing/open carry/lost/found'}),0.07505100614577119,0.07934428418246223,0.012387504850277665,0.16505448076495438,2.0802315184467566,0.006432636490467877,1.1026536397979805
frozenset({'Possession (gun(s) found during commission of other crimes)'}),frozenset({'Brandishing/flourishing/open carry/lost/found'}),0.1287691351276927,0.07934428418246223,0.01217889075714399,0.09457926967566341,1.19201112783583,0.001961795905642461,1.0168264155910631
frozenset({'Brandishing/flourishing/open carry/lost/found'}),frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.07934428418246223,0.1287691351276927,0.01217889075714399,0.15349424199400535,1.1920111278358299,0.001961795905642461,1.029208433176585
frozenset({'Possession (gun(s) found during commission of other crimes)'}),frozenset({'Officer Involved Incident'}),0.1287691351276927,0.07505100614577119,0.011139992573338284,0.08651135664063765,1.1527008241915782,0.0014757394214841794,1.0125456956451269
frozenset({'Officer Involved Incident'}),frozenset({'Possession (gun(s) found during commission of other crimes)'}),0.07505100614577119,0.1287691351276927,0.011139992573338284,0.14843228819212806,1.1527008241915782,0.0014757394214841794,1.0230905338375156
